studyid,additional_ref,author_ts,site,year,season,area,area_units,depth,measurement method,area_error,depth_cat,first_year,last_year,duration,num_points,A1,A2,max_area,pub_year,journal,title,lat,lon,dom_species,all_species,meadow_lh,meadow_lh_simple,lh_group,lh_group2,lh_group3,notes,a priori trajectory,att_method,driver effect,certainty,primary driver,statistical analysis,other drivers considered,interaction of drivers considered,secondary driver attribution,secondary driver statistical analysis,apriori_cat,none,inferential,visual,descriptive,experiment,tidied_drivers,measurement_cat,waycott_study,study_site,site_groupings,site_duplication,Country,ECOREGION,PROV_CODE,PROVINCE,REALM,ECO_CODE_X,Lat_Zone
12,NA,Lefcheck et al.,WE4.1,1996,NA,1438.303539,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,717.9660158,882.7515209,1438.303539,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",37.31181,-76.34634,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_WE4.1,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate
12,NA,Lefcheck et al.,WE4.1,1997,NA,1415.083538,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,717.9660158,882.7515209,1438.303539,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",37.31181,-76.34634,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_WE4.1,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate
12,NA,Lefcheck et al.,WE4.1,1998,NA,1323.990035,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,717.9660158,882.7515209,1438.303539,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",37.31181,-76.34634,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_WE4.1,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate
12,NA,Lefcheck et al.,WE4.1,1999,NA,1100.178029,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,717.9660158,882.7515209,1438.303539,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",37.31181,-76.34634,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_WE4.1,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate
12,NA,Lefcheck et al.,WE4.1,2000,NA,1232.397033,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,717.9660158,882.7515209,1438.303539,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",37.31181,-76.34634,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_WE4.1,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate
12,NA,Lefcheck et al.,WE4.1,2001,NA,1355.958037,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,717.9660158,882.7515209,1438.303539,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",37.31181,-76.34634,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_WE4.1,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate
12,NA,Lefcheck et al.,WE4.1,2002,NA,1259.905534,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,717.9660158,882.7515209,1438.303539,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",37.31181,-76.34634,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_WE4.1,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate
12,NA,Lefcheck et al.,WE4.1,2003,NA,957.7665228,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,717.9660158,882.7515209,1438.303539,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",37.31181,-76.34634,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_WE4.1,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate
12,NA,Lefcheck et al.,WE4.1,2004,NA,823.5540189,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,717.9660158,882.7515209,1438.303539,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",37.31181,-76.34634,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_WE4.1,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate
12,NA,Lefcheck et al.,WE4.1,2005,NA,933.0930241,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,717.9660158,882.7515209,1438.303539,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",37.31181,-76.34634,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_WE4.1,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate
12,NA,Lefcheck et al.,WE4.1,2006,NA,277.6140035,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,717.9660158,882.7515209,1438.303539,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",37.31181,-76.34634,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_WE4.1,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate
12,NA,Lefcheck et al.,WE4.1,2007,NA,448.6815079,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,717.9660158,882.7515209,1438.303539,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",37.31181,-76.34634,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_WE4.1,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate
12,NA,Lefcheck et al.,WE4.1,2008,NA,937.8765243,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,717.9660158,882.7515209,1438.303539,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",37.31181,-76.34634,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_WE4.1,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate
12,NA,Lefcheck et al.,WE4.1,2009,NA,949.3200235,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,717.9660158,882.7515209,1438.303539,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",37.31181,-76.34634,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_WE4.1,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate
12,NA,Lefcheck et al.,WE4.1,2010,NA,827.7840192,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,717.9660158,882.7515209,1438.303539,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",37.31181,-76.34634,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_WE4.1,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate
12,NA,Lefcheck et al.,WE4.1,2011,NA,521.55001,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,717.9660158,882.7515209,1438.303539,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",37.31181,-76.34634,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_WE4.1,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate
12,NA,Lefcheck et al.,WE4.1,2012,NA,638.0280166,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,717.9660158,882.7515209,1438.303539,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",37.31181,-76.34634,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_WE4.1,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate
12,NA,Lefcheck et al.,WE4.1,2013,NA,857.9520206,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,717.9660158,882.7515209,1438.303539,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",37.31181,-76.34634,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_WE4.1,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate
12,NA,Lefcheck et al.,WE4.1,2014,NA,812.0070199,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,717.9660158,882.7515209,1438.303539,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",37.31181,-76.34634,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_WE4.1,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate
12,NA,Lefcheck et al.,WE4.1,2015,NA,882.7515209,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,717.9660158,882.7515209,1438.303539,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",37.31181,-76.34634,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_WE4.1,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate
12,NA,Lefcheck et al.,WE4.2,1984,NA,219.8745056,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,219.8745056,298.9215074,418.0635113,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",37.24181,-76.38634,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_WE4.2,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate
12,NA,Lefcheck et al.,WE4.2,1985,NA,253.7730066,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,219.8745056,298.9215074,418.0635113,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",37.24181,-76.38634,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_WE4.2,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate
12,NA,Lefcheck et al.,WE4.2,1986,NA,223.9110051,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,219.8745056,298.9215074,418.0635113,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",37.24181,-76.38634,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_WE4.2,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate
12,NA,Lefcheck et al.,WE4.2,1987,NA,225.9090052,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,219.8745056,298.9215074,418.0635113,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",37.24181,-76.38634,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_WE4.2,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate
12,NA,Lefcheck et al.,WE4.2,1989,NA,306.2745079,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,219.8745056,298.9215074,418.0635113,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",37.24181,-76.38634,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_WE4.2,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate
12,NA,Lefcheck et al.,WE4.2,1990,NA,352.3545085,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,219.8745056,298.9215074,418.0635113,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",37.24181,-76.38634,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_WE4.2,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate
12,NA,Lefcheck et al.,WE4.2,1991,NA,361.6875089,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,219.8745056,298.9215074,418.0635113,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",37.24181,-76.38634,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_WE4.2,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate
12,NA,Lefcheck et al.,WE4.2,1992,NA,391.3560099,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,219.8745056,298.9215074,418.0635113,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",37.24181,-76.38634,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_WE4.2,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate
