study_site,decade,year_first,year_last,log_area1_ci_2.5,log_area1_ci_50,log_area1_ci_97.5,log_area2_ci_2.5,log_area2_ci_50,log_area2_ci_97.5,trend_ci_2.5,trend_ci_50,trend_ci_97.5,area_change_ci_2.5,area_change_ci_50,area_change_ci_97.5,est_area1,est_area2,site_groupings,studyid,site,year,area,log_area,max_area,max_plus_0.1,apriori_cat,depth_cat,lh,lat_zone2,duration,lat,lon,dom_species,bioregion,site_duplication,decade_time_points,measurement_cat,tidied_drivers,att_method,bioregion_colours
W40_Westport.River...East.and.West.Branch,2000,2000,2002.99,4.680417427258475,5.499121909634222,6.302295703656759,4.618319119057705,5.438706089788617,6.241700283646502,-2.778979058943286,-1.8931419643147485,-1.1117601381084743,-32.332869824513665,-13.716400341887024,-5.429997747081123,244.47716494227325,230.1442047867266,East/West Branch Westport River,W40,Westport River - East and West Branch,1996,273.05,5.676363315079178,273.05,291.886,none,unspecified,O,Temperate,6,41.553794,-71.063698,zostera marina,Temperate North Atlantic West,yes,1,NA,NA,none,#D95F02
W40_Weweantic.River,1990,1996,1999.99,1.9299103521765564,2.702376097160225,3.5092897345852703,1.900755642565528,2.682529963449458,3.493369397423067,-1.2546888252537185,-0.546251248263202,0.1629732103255332,-1.0686042046727109,-0.30332539835674144,0.10489790838882347,14.91512945073301,14.622039765728472,Weweantic Harbor,W40,Weweantic River,1996,20.63,3.0686109189665634,20.63,21.512,none,unspecified,O,Temperate,6,41.734735,-70.744959,zostera marina,Temperate North Atlantic West,yes,1,NA,NA,none,#D95F02
W40_Weweantic.River,2000,2000,2002.99,1.90061575037828,2.6823834067047545,3.493309627106046,1.8427750625475379,2.622126552168065,3.4478364589581116,-2.799522792156461,-1.8961510192234132,-1.100877972482217,-1.9602149959250867,-0.7973698084775362,-0.31737907396914816,14.619896964204324,13.764964397885189,Weweantic Harbor,W40,Weweantic River,1996,20.63,3.0686109189665634,20.63,21.512,none,unspecified,O,Temperate,6,41.734735,-70.744959,zostera marina,Temperate North Atlantic West,yes,1,NA,NA,none,#D95F02
W40_Wild.Harbor,1990,1996,1999.99,1.3552096671449745,2.1390402784008353,3.0200408159393093,1.338983894764738,2.1170246730450835,2.9923180303726267,-1.2491923603678312,-0.5463717610084518,0.15164699689111433,-0.6793434065646667,-0.17257556155173948,0.05209178247519452,8.491284448030614,8.306386469200866,Wild Harbor,W40,Wild Harbor,1996,8.06,2.1711087302056598,8.06,8.768,none,unspecified,O,Temperate,6,41.635437,-70.650001,zostera marina,Temperate North Atlantic West,yes,1,NA,NA,none,#D95F02
W40_Wild.Harbor,2000,2000,2002.99,1.338860067139221,2.1169120662855088,2.992156688456696,1.2925383775947388,2.0593198390550658,2.9303289672855826,-2.7976419237742065,-1.8848043334981357,-1.1256788442677559,-1.1947025361272055,-0.4532995365041317,-0.18530399623187804,8.30545116659848,7.840635102513949,Wild Harbor,W40,Wild Harbor,1996,8.06,2.1711087302056598,8.06,8.768,none,unspecified,O,Temperate,6,41.635437,-70.650001,zostera marina,Temperate North Atlantic West,yes,1,NA,NA,none,#D95F02
W61_Barnegat.Bay...Little.Egg.Harbor,1960,1968,1969.99,8.499656226455846,9.063788202127878,9.599299301500984,8.458748170607516,9.024838315312792,9.538154590842005,-3.846090230156049,-2.247296396294024,-0.6753870836322657,-850.7767750961862,-372.6366546202671,-95.26925357401221,8636.80673069707,8306.87127135362,W61,W61,Barnegat Bay - Little Egg Harbor,1968,6825,8.913725184465113,8799,9407.3,decrease,mixed,O,Temperate,31,39.863914,-74.11654,zostera marina,Temperate North Atlantic West,no,1,other,"water quality (light, turbidity); algal bloom (macroalgae); mapping methods",descriptive,#D95F02
W61_Barnegat.Bay...Little.Egg.Harbor,1970,1970,1979.99,8.458410390401934,9.024603981469937,9.537926230953492,8.36787432301532,8.910489521978494,9.42460144816324,-2.4292439984479954,-1.0933433296039519,0.28687806066913224,-2330.846092154439,-821.3901213892036,217.56899822779087,8304.924918343602,7409.287219614732,W61,W61,Barnegat Bay - Little Egg Harbor,1968,6825,8.913725184465113,8799,9407.3,decrease,mixed,O,Temperate,31,39.863914,-74.11654,zostera marina,Temperate North Atlantic West,no,1,other,"water quality (light, turbidity); algal bloom (macroalgae); mapping methods",descriptive,#D95F02
W61_Barnegat.Bay...Little.Egg.Harbor,1980,1980,1989.99,8.367906461294012,8.910551167850237,9.42462556350812,8.45344651048142,9.02024686567334,9.54347184887154,0.010468380373041564,1.0206292047627241,2.122566078190099,6.018959878328465,774.8966823473656,2006.2699712507601,7409.743985663101,8268.818116672612,W61,W61,Barnegat Bay - Little Egg Harbor,1968,6825,8.913725184465113,8799,9407.3,decrease,mixed,O,Temperate,31,39.863914,-74.11654,zostera marina,Temperate North Atlantic West,no,1,other,"water quality (light, turbidity); algal bloom (macroalgae); mapping methods",descriptive,#D95F02
W61_Barnegat.Bay...Little.Egg.Harbor,1990,1990,1999.99,8.45353823234483,9.020415553237775,9.543711031582495,8.445744517999639,9.054303834324923,9.582862113987323,-0.5007483881082092,0.32716357530863105,1.1281153008010694,-383.6081210042068,271.7388965927744,1099.0571375936545,8270.213081114747,8555.279308187673,W61,W61,Barnegat Bay - Little Egg Harbor,1968,6825,8.913725184465113,8799,9407.3,decrease,mixed,O,Temperate,31,39.863914,-74.11654,zostera marina,Temperate North Atlantic West,no,1,other,"water quality (light, turbidity); algal bloom (macroalgae); mapping methods",descriptive,#D95F02
W64_Back.Sound...southern.Core.Sound,1980,1985,1988.99,8.159425749571982,8.86860170120411,9.64930407450987,8.209532565109429,8.915049663897028,9.69212276313886,0.3090746890525775,1.3552688654349998,2.532673206492293,82.233167522515,383.50971208360943,1013.6302536512844,7105.33863715079,7443.151775758228,W64,W64,Back Sound & southern Core Sound,1985,7030,8.948157091130168,7030,7693.7,none,unspecified,O,Temperate,3,34.684486,-76.557668,zostera marina,Temperate North Atlantic West,no,2,aerial photography,fishing (clams),"descriptive, visual",#D95F02
X112_Barnegat.Bay...Little.Egg.Harbor,2000,2003,2009.99,7.960499693242746,8.757047149438943,9.582008681523764,7.721923553859613,8.512882795518166,9.323454163890778,-5.017710688308794,-3.577733000918287,-2.2755271900354535,-3397.51288492282,-1435.216544705258,-520.1586684152805,6355.317540689818,4978.494402625947,Barnegat Bay - Little Egg Harbor,112,Barnegat Bay - Little Egg Harbor,2003,5122,8.636610446563795,5260,5772.2,none,mixed,O,Temperate,6,39.57335,-74.329,zostera marina,Temperate North Atlantic West,yes,2,aerial photography,water quality,descriptive,#D95F02
X12_CB5.4W,1980,1984,1989.99,-0.22661780374224902,0.5242274460109905,1.306667680004593,2.8401566635509443,3.341646940563257,3.7859234299417723,36.365763332133476,59.539410672220725,85.78419839530389,15.117703722084821,26.424230152029374,42.57582416204269,1.6891533819890827,28.265640221824246,Chesapeake Bay,12,CB5.4W,1984,1.215,0.229324410389291,44.7660012,44.808751199999996,decrease,subtidal,O,Temperate,31,37.81347,-76.29467,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_CB5.4W,1990,1990,1999.99,2.8424251618764393,3.344099739260867,3.7880815249788324,1.8608927370695618,2.26824053867231,2.668148579327465,-16.26192620548994,-10.229432810972561,-3.3748329678871087,-36.45399856680238,-18.56909378851327,-5.186089359828511,28.33505524308298,9.662385256162917,Chesapeake Bay,12,CB5.4W,1984,1.215,0.229324410389291,44.7660012,44.808751199999996,decrease,subtidal,O,Temperate,31,37.81347,-76.29467,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_CB5.4W,2000,2000,2009.99,1.860271167999454,2.267093554920487,2.6671201361152512,1.815235913225472,2.176021361444417,2.5339501663898494,-6.469514390836033,-0.8736978635959791,4.754826235091394,-6.524558511289454,-0.8037142372583057,4.2371428460390375,9.651309010621379,8.811179927389714,Chesapeake Bay,12,CB5.4W,1984,1.215,0.229324410389291,44.7660012,44.808751199999996,decrease,subtidal,O,Temperate,31,37.81347,-76.29467,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_CB5.4W,2010,2010,2015.99,1.8142436799248796,2.1752878235055784,2.5331195591440214,1.212000589954739,1.748257438124986,2.335045296430413,-13.542789367843486,-6.721428092399628,-0.030244400088975474,-5.7857355497476775,-2.9196523528779803,-0.02061932565666599,8.804718962598148,5.744583656692457,Chesapeake Bay,12,CB5.4W,1984,1.215,0.229324410389291,44.7660012,44.808751199999996,decrease,subtidal,O,Temperate,31,37.81347,-76.29467,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_CB6.3,1980,1984,1989.99,3.507657017565703,4.022526784560983,4.493762559938201,3.8534249608625957,4.208774189871206,4.542959306166942,-3.577969255730942,3.1991287468882135,10.868775339602248,-17.096866318022332,10.957740495310151,36.37808499739141,55.842028486650705,67.27402406602668,Chesapeake Bay,12,CB6.3,1984,56.7585014,4.055286660600969,105.7230028,106.66620283,decrease,subtidal,O,Temperate,31,37.41153,-76.15966,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_CB6.3,1990,1990,1999.99,3.8538629937760294,4.209497454586287,4.543771241627201,3.7295301862193004,4.0533301734880265,4.353381503371283,-5.723595786294943,-1.5326431630210247,3.2263094363900158,-38.87055853633967,-9.51534186341307,18.612538301497,67.3226985940376,57.58891915926302,Chesapeake Bay,12,CB6.3,1984,56.7585014,4.055286660600969,105.7230028,106.66620283,decrease,subtidal,O,Temperate,31,37.41153,-76.15966,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_CB6.3,2000,2000,2009.99,3.7287235077361203,4.053098082145196,4.352749493197423,2.8387358129081366,3.1644750459279134,3.483591003108407,-12.106086168090446,-8.554327909706856,-4.618210644760105,-53.74631445097361,-33.9494536593278,-17.292947953844262,57.57555482061682,23.676311793651234,Chesapeake Bay,12,CB6.3,1984,56.7585014,4.055286660600969,105.7230028,106.66620283,decrease,subtidal,O,Temperate,31,37.41153,-76.15966,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_CB6.3,2010,2010,2015.99,2.8386420995668216,3.163966931352232,3.4837806870288452,2.422763206169562,2.882603361180389,3.3672181005530577,-8.82239732561768,-4.508447582286806,-0.012082912001407818,-10.68323658371318,-5.599525287832729,-0.023332189867996414,23.66428457039299,17.86071058730969,Chesapeake Bay,12,CB6.3,1984,56.7585014,4.055286660600969,105.7230028,106.66620283,decrease,subtidal,O,Temperate,31,37.41153,-76.15966,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_CB7.1,1980,1984,1989.99,5.726108182226025,5.944457894364964,6.153978236414471,5.8204477928753375,6.024636581457109,6.213694301537153,0.2997278573384938,1.3269497117391227,2.485286960566658,7.403833734220107,30.837279001247595,57.66232110304816,381.63242012528474,413.491344292351,Chesapeake Bay,12,CB7.1,1984,324.8595069,5.834666010742303,511.371011,528.46201128,decrease,subtidal,O,Temperate,31,37.68346,-75.98966,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_CB7.1,1990,1990,1999.99,5.820569059840312,6.024750024813937,6.213823422815771,5.853384905401915,6.056512769214791,6.254818690370713,-0.4940030637047696,0.32579554479178485,1.1204195272521966,-20.616206900476485,13.732785280032289,47.021712523632885,413.538254799259,426.88419451257573,Chesapeake Bay,12,CB7.1,1984,324.8595069,5.834666010742303,511.371011,528.46201128,decrease,subtidal,O,Temperate,31,37.68346,-75.98966,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_CB7.1,2000,2000,2009.99,5.853249552992565,6.056358004286402,6.254627528701348,5.5353500414268275,5.742112623216579,5.957685215336102,-4.365163942082231,-3.0878796933735018,-1.9736583118546938,-168.27223284260413,-114.5389135857306,-70.69756823732457,426.81813292292196,311.7222675347201,Chesapeake Bay,12,CB7.1,1984,324.8595069,5.834666010742303,511.371011,528.46201128,decrease,subtidal,O,Temperate,31,37.68346,-75.98966,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_CB7.1,2010,2010,2015.99,5.534776968019069,5.74157447350645,5.957164291106405,5.17863682151251,5.457144476450697,5.726503755599898,-6.474226969670248,-4.625144672290982,-2.8928004551745365,-102.7657948551445,-76.4918146236244,-51.94393655527821,311.55455941689036,234.42705571583198,Chesapeake Bay,12,CB7.1,1984,324.8595069,5.834666010742303,511.371011,528.46201128,decrease,subtidal,O,Temperate,31,37.68346,-75.98966,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_CB7.1N,1980,1984,1989.99,5.510740978420382,5.974360086827417,6.469798893292745,5.6667529144839675,5.998862993525609,6.3488277275105585,-6.689632922249017,0.19173654654884853,7.061192220118779,-186.07692891002276,3.6665851234232605,149.98896810958752,393.2163962134391,402.9703530168615,Chesapeake Bay,12,CB7.1N,1984,439.6185115,6.107002089240889,547.965015,557.33716507,decrease,subtidal,O,Temperate,31,37.77513,-75.97466,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_CB7.1N,1990,1990,1999.99,5.6662210784722875,5.998825584452383,6.348879087750111,5.221605536632184,5.551663405959218,5.847489861649397,-8.429533120909834,-4.347716860514872,-0.23062081400793805,-310.7971472913404,-142.2035742637712,-5.811692968027569,402.95527855138,257.66580246439827,Chesapeake Bay,12,CB7.1N,1984,439.6185115,6.107002089240889,547.965015,557.33716507,decrease,subtidal,O,Temperate,31,37.77513,-75.97466,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_CB7.1N,2000,2000,2009.99,5.220911184446348,5.551255769473227,5.846425299070106,4.870867934761604,5.1879969428840464,5.514832694087863,-7.376930431769964,-3.494220518221147,0.47360825513276467,-173.26138204599198,-76.07406113303705,10.365233359563476,257.56078988705474,179.1094269647792,Chesapeake Bay,12,CB7.1N,1984,439.6185115,6.107002089240889,547.965015,557.33716507,decrease,subtidal,O,Temperate,31,37.77513,-75.97466,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_CB7.1N,2010,2010,2015.99,4.8705365157270295,5.1882700618953255,5.515067616315222,4.603454375201121,5.056097419143813,5.487010350400931,-6.523563253847398,-2.262504380878716,2.1510784499545843,-63.982685237765914,-22.71715437996133,26.78014510368582,179.15835183523458,156.9767050942584,Chesapeake Bay,12,CB7.1N,1984,439.6185115,6.107002089240889,547.965015,557.33716507,decrease,subtidal,O,Temperate,31,37.77513,-75.97466,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_CB7.1S,1980,1984,1989.99,4.489934183283498,4.875844369593793,5.270140766511629,4.64403371631182,4.9570773304768565,5.290717133990802,-2.7873837895517193,1.3553567862233051,5.869704276057392,-25.772707432807472,11.08090878537979,45.62414987603737,131.0847905061733,142.17764978054402,Chesapeake Bay,12,CB7.1S,1984,132.9030023,4.894658643194108,233.617505,234.288905,decrease,subtidal,O,Temperate,31,37.58124,-76.05799,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_CB7.1S,1990,1990,1999.99,4.644690212226082,4.957319402498593,5.290596133754721,4.54882459731616,4.806259038752884,5.072826470807252,-4.7138134992126774,-1.4997241598391886,1.9761919180980196,-68.22929100951544,-19.685685058324104,22.74904847717671,142.2120711777326,122.27334102409483,Chesapeake Bay,12,CB7.1S,1984,132.9030023,4.894658643194108,233.617505,234.288905,decrease,subtidal,O,Temperate,31,37.58124,-76.05799,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_CB7.1S,2000,2000,2009.99,4.5485091417234855,4.805834963959361,5.072456459467585,4.106392795163057,4.406259801560313,4.704610166460924,-7.067537720708264,-3.886262995806411,-0.9175565939894498,-73.88059158630901,-39.93975000113184,-8.271529451182152,122.22149897547662,81.96233410565614,Chesapeake Bay,12,CB7.1S,1984,132.9030023,4.894658643194108,233.617505,234.288905,decrease,subtidal,O,Temperate,31,37.58124,-76.05799,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_CB7.1S,2010,2010,2015.99,4.106038220023717,4.405878641897255,4.704022213322652,3.8010919342749934,4.1762934570596695,4.5543048657171825,-6.854493948449802,-3.7975149786230347,-0.6590331584593855,-31.21796266076748,-16.3557875001128,-3.6662084888989384,81.93109932310274,65.12402033109088,Chesapeake Bay,12,CB7.1S,1984,132.9030023,4.894658643194108,233.617505,234.288905,decrease,subtidal,O,Temperate,31,37.58124,-76.05799,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_CB7.2E,1980,1984,1989.99,4.6149718575179905,4.830113242963646,5.050720937887895,4.70447790931158,4.909090070331439,5.118722708282275,0.2950884254830178,1.3249463011232976,2.4901966511001525,2.502637326101751,10.014103800059466,19.64814581066761,125.2251407179118,135.51604821685964,Chesapeake Bay,12,CB7.2E,1984,110.6730027,4.765215482887826,178.6050042,185.28840436,decrease,subtidal,O,Temperate,31,37.41153,-76.02466,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_CB7.2E,1990,1990,1999.99,4.704663540136043,4.909205183103996,5.118948220115489,4.737114309487089,4.941358702515844,5.148533916592614,-0.4971010937583792,0.32874714132297145,1.1263223088413736,-6.65284523901796,4.417536162858617,16.141373832224495,135.5316487427885,139.96028482117907,Chesapeake Bay,12,CB7.2E,1984,110.6730027,4.765215482887826,178.6050042,185.28840436,decrease,subtidal,O,Temperate,31,37.41153,-76.02466,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_CB7.2E,2000,2000,2009.99,4.736976732762249,4.941185921301873,5.148439279814365,4.412286278646307,4.6250437243863125,4.84541671168631,-4.370186475014961,-3.088687587378508,-1.981913550285796,-56.14257326001505,-37.197926885368624,-23.58659591262842,139.9361044022812,102.00723318886189,Chesapeake Bay,12,CB7.2E,1984,110.6730027,4.765215482887826,178.6050042,185.28840436,decrease,subtidal,O,Temperate,31,37.41153,-76.02466,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_CB7.2E,2010,2010,2015.99,4.411790358355914,4.624610382483398,4.844867144121017,4.079088546512911,4.3451628696088695,4.60338417048658,-6.473040930396337,-4.619063762648129,-2.8918877910091476,-34.25683754128086,-25.013799193411135,-17.35571770276406,101.96303875666209,77.10459445184019,Chesapeake Bay,12,CB7.2E,1984,110.6730027,4.765215482887826,178.6050042,185.28840436,decrease,subtidal,O,Temperate,31,37.41153,-76.02466,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_CB7.3E,1980,1984,1989.99,4.262799445472309,4.799928527970756,5.350631191033579,4.669304305038922,5.038612924470557,5.382300148108584,-5.223334659883937,3.884165191049338,14.091159652396431,-56.40760218046741,31.28062189139201,97.40257807702037,121.50173323296605,154.2559019778295,12,12,CB7.3E,1984,136.6650026,4.9277763936662335,251.8695051,253.27665513,decrease,subtidal,O,Temperate,31,37.22875,-76.05383,zostera marina,Temperate North Atlantic West,no,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_CB7.3E,1990,1990,1999.99,4.6705602912171145,5.038835516671334,5.382031246827487,4.592330164414758,4.928871593942469,5.280419403800915,-5.855313219365653,-0.981707267751547,4.164385127247913,-89.38564317040796,-13.85063614192812,58.11518054282035,154.29024196029798,138.2234521262027,12,12,CB7.3E,1984,136.6650026,4.9277763936662335,251.8695051,253.27665513,decrease,subtidal,O,Temperate,31,37.22875,-76.05383,zostera marina,Temperate North Atlantic West,no,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_CB7.3E,2000,2000,2009.99,4.591389990963945,4.928232910944616,5.279723804508792,3.3081220349814524,3.6447885963918694,3.9805978263779043,-16.06453809649259,-12.182553755407788,-8.327305851929475,-155.23223984829778,-99.28254189650514,-59.448851465613245,138.13519934320107,38.27468059064463,12,12,CB7.3E,1984,136.6650026,4.9277763936662335,251.8695051,253.27665513,decrease,subtidal,O,Temperate,31,37.22875,-76.05383,zostera marina,Temperate North Atlantic West,no,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_CB7.3E,2010,2010,2015.99,3.3066634923705895,3.6435152668096826,3.9795580648298445,2.6877781475316156,3.153349094672749,3.651749639350646,-12.656877779999531,-7.8219536367754134,-2.4743202715054142,-24.319480902342164,-14.021660525782783,-5.449713097718656,38.22597532310956,23.41435029046617,12,12,CB7.3E,1984,136.6650026,4.9277763936662335,251.8695051,253.27665513,decrease,subtidal,O,Temperate,31,37.22875,-76.05383,zostera marina,Temperate North Atlantic West,no,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_CB8.1,1980,1984,1989.99,-4.481323191947564,-3.7285976556937435,-2.9597213702952234,-4.431519887802892,-3.9794222142816147,-3.5235774834800724,-18.075465520558453,-4.301678396402808,12.080988462966697,-0.03476270647154633,-0.005470633503649822,0.012054476128479296,0.024026505656257763,0.018696438752854486,Chesapeake Bay,12,CB8.1,1984,0,-3.96859335691654,3.0915001,3.1104001,decrease,subtidal,O,Temperate,31,36.99542,-76.16772,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_CB8.1,1990,1990,1999.99,-4.429144895323101,-3.97736553798393,-3.520574106177226,-0.5880798194564804,-0.22000870788170993,0.18054983898421906,36.62389128412291,45.853044586422854,55.48022426629352,0.5307155705795564,0.7825967858406161,1.1822666790526737,0.018734930844606777,0.8025118097541422,Chesapeake Bay,12,CB8.1,1984,0,-3.96859335691654,3.0915001,3.1104001,decrease,subtidal,O,Temperate,31,36.99542,-76.16772,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_CB8.1,2000,2000,2009.99,-0.5878223169708576,-0.21943487717205912,0.18150463517795443,-0.5079748302209456,-0.15033623334915647,0.17912067803761492,-4.782444742325478,0.58589394809484,6.32184660682264,-0.4160273655812721,0.04910334163852342,0.5103579145727609,0.8029724478269327,0.8604186263467977,Chesapeake Bay,12,CB8.1,1984,0,-3.96859335691654,3.0915001,3.1104001,decrease,subtidal,O,Temperate,31,36.99542,-76.16772,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_CB8.1,2010,2010,2015.99,-0.5052517470709453,-0.14923938246875146,0.18044535560795463,-0.2179043508841843,0.3489379670607313,0.91317825468969,0.810986669025377,8.796976154460523,16.96324391407298,0.045058441540652444,0.5689567589789163,1.4991716369242731,0.8613628950409279,1.4175612521234187,Chesapeake Bay,12,CB8.1,1984,0,-3.96859335691654,3.0915001,3.1104001,decrease,subtidal,O,Temperate,31,36.99542,-76.16772,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_EE3.2,1980,1984,1989.99,6.530218867487118,7.002035745224459,7.468574869835045,6.649522484273189,6.993263546667638,7.310110960326941,-6.742642716750972,-0.20013393738944063,6.8979386053465035,-545.1879974142217,-14.046012825279945,403.8059275532046,1098.8678980521934,1089.2705670533114,Chesapeake Bay,12,EE3.2,1984,1095.813029,7.026598978113866,1483.632041,1514.01289145,decrease,subtidal,O,Temperate,31,37.9801,-75.92467,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_EE3.2,1990,1990,1999.99,6.649650111181275,6.993259247060644,7.310402109764574,6.313643953863812,6.611925668590974,6.943325224335651,-7.410285854967044,-3.745778096890157,0.9360450121615516,-764.7928468582885,-343.38018547235896,78.32737942324684,1089.2658836280314,743.9141724667595,Chesapeake Bay,12,EE3.2,1984,1095.813029,7.026598978113866,1483.632041,1514.01289145,decrease,subtidal,O,Temperate,31,37.9801,-75.92467,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_EE3.2,2000,2000,2009.99,6.313154916400032,6.611876930175361,6.942929734992545,6.276328091935558,6.583074893476123,6.930438095307792,-4.386097145131933,-0.2934299024367204,3.953101645078868,-348.37275176265643,-21.878148630250507,306.2445235241072,743.8779161521865,722.7583207648515,Chesapeake Bay,12,EE3.2,1984,1095.813029,7.026598978113866,1483.632041,1514.01289145,decrease,subtidal,O,Temperate,31,37.9801,-75.92467,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_EE3.2,2010,2010,2015.99,6.276485024863983,6.583479367199409,6.930451596587891,6.081327625602269,6.529231022508181,6.96897100127547,-5.379951624528176,-1.1378201328888782,3.5490487364728223,-206.95405543360133,-46.733271457836054,197.9629980343415,723.0507166431257,684.871358289328,Chesapeake Bay,12,EE3.2,1984,1095.813029,7.026598978113866,1483.632041,1514.01289145,decrease,subtidal,O,Temperate,31,37.9801,-75.92467,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
X12_EE3.3,1980,1984,1989.99,-8.149946450864231,-7.43025512999501,-6.588346194932561,-8.417709704896117,-7.93922036565335,-7.48980485336156,-21.18465587867154,-8.336932236936928,6.927892273278532,-0.0010225776313642174,-2.4231917043338543e-4,1.5997317689296194e-4,5.930361912844695e-4,3.5648429739660155e-4,Chesapeake Bay,12,EE3.3,1984,0,-7.706262975199909,1.755,1.75545,decrease,subtidal,O,Temperate,31,37.94179,-75.76632,zostera marina,Temperate North Atlantic West,yes,5,aerial photography,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,inferential,#D95F02
