studyid,additional_ref,author_ts,site,year,season,area,area_units,depth,measurement method,area_error,depth_cat,first_year,last_year,duration,num_points,A1,A2,pub_year,journal,title,lat,lon,dom_species,all_species,meadow_lh,meadow_lh_simple,lh_group,lh_group2,lh_group3,notes,a priori trajectory,att_method,driver effect,certainty,primary driver,statistical analysis,other drivers considered,interaction of drivers considered,secondary driver attribution,secondary driver statistical analysis,apriori_cat,none,inferential,visual,descriptive,experiment,tidied_drivers,measurement_cat,waycott_study,study_site,site_groupings,site_duplication,Country,ECOREGION,PROV_CODE,PROVINCE,REALM,ECO_CODE_X,Lat_Zone,absolute_change,lat_zone2,lh,study_site_grouping,min_area,max_area,ten_percent,plus_10,log_area,max_plus_0.1,decade,decade_time_points,num_unique_years,bioregion,bioregion_colours,max_max_area,most_recent,recent_max_area,net_change,net_change_sign,bioregion_levels,bioregion_striptext
116,NA,Montfalcone et al.,Albenga - Loano (AL),1990,NA,385.2362196,ha,18.9m; subtidal,"Side scan sonar, GIS",NA,subtidal,1990,2006,16,3,385.2362196,359.7421642,2014,Aquatic botany,"Reprint of ""Evaluating change in seagrass meadows: A time-framed comparison of Side Scan Sonar maps""",44.12857,8.26629,posidonia oceanica,posidonia oceanica,P,P,P,P,P,"Discrepances between table 1 1990 values and figure 2 1990 values. To keep consistent, I just took all values from figure 2. Included P. oceanic and mosaic (live/dead P. oceanica) values in data extraction, omitted dead matte category. More of a methodology paper then a attribution.",none,descriptive,negative,NA,coastal development,descriptive - in text mention in discussion - no measures taken for study sites.,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,acoustics/sonar,FALSE,116_Albenga - Loano (AL),116,no,Italy,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate,-25.494055400000036,Temperate,P,116116,336.2948136,385.2362196,33.62948136,418.86570096,6.03755034577524,418.86570096,1990,2,3,Mediterranean,#66A61E,NA,NA,NA,-25.494055400000036,loss,Mediterranean,Mediterranean
116,NA,Montfalcone et al.,Pietra Ligure (PL),1990,NA,75.92012021,ha,10.4m; subtidal,"Side scan sonar, GIS",NA,subtidal,1990,2006,16,3,75.92012021,13.31365852,2014,Aquatic botany,"Reprint of ""Evaluating change in seagrass meadows: A time-framed comparison of Side Scan Sonar maps""",44.14723,8.287208,posidonia oceanica,posidonia oceanica,P,P,P,P,P,"Discrepances between table 1 1990 values and figure 2 1990 values. To keep consistent, I just took all values from figure 2. Included P. oceanic and mosaic (live/dead P. oceanica) values in data extraction, omitted dead matte category. More of a methodology paper then a attribution.",none,descriptive,negative,NA,coastal development,descriptive - in text mention in discussion - no measures taken for study sites.,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,acoustics/sonar,FALSE,116_Pietra Ligure (PL),116,no,Italy,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate,-62.60646168999999,Temperate,P,116116,13.31365852,75.92012021,1.3313658520000002,77.251486062,4.347066152641369,77.251486062,1990,2,3,Mediterranean,#66A61E,NA,NA,NA,-62.60646168999999,loss,Mediterranean,Mediterranean
116,NA,Montfalcone et al.,Noli - Spotorno (NS),1990,NA,38.19864467,ha,21.5m; subtidal,"Side scan sonar, GIS",NA,subtidal,1990,2006,16,3,38.19864467,28.25546308,2014,Aquatic botany,"Reprint of ""Evaluating change in seagrass meadows: A time-framed comparison of Side Scan Sonar maps""",44.229313,8.4247861,posidonia oceanica,posidonia oceanica,P,P,P,P,P,"Discrepances between table 1 1990 values and figure 2 1990 values. To keep consistent, I just took all values from figure 2. Included P. oceanic and mosaic (live/dead P. oceanica) values in data extraction, omitted dead matte category. More of a methodology paper then a attribution.",none,descriptive,negative,NA,coastal development,descriptive - in text mention in discussion - no measures taken for study sites.,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,acoustics/sonar,FALSE,116_Noli - Spotorno (NS),116,no,Italy,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate,-9.943181590000002,Temperate,P,116116,28.25546308,38.19864467,2.825546308,41.024190978,3.7141619165623303,41.024190978,1990,2,3,Mediterranean,#66A61E,NA,NA,NA,-9.943181590000002,loss,Mediterranean,Mediterranean
116,NA,Montfalcone et al.,Isola di Bergeggi (BE),1990,NA,83.46441532,ha,22.9m; subtidal,"Side scan sonar, GIS",NA,subtidal,1990,2006,16,3,83.46441532,43.19726763,2014,Aquatic botany,"Reprint of ""Evaluating change in seagrass meadows: A time-framed comparison of Side Scan Sonar maps""",44.23413,8.444797,posidonia oceanica,posidonia oceanica,P,P,P,P,P,"Discrepances between table 1 1990 values and figure 2 1990 values. To keep consistent, I just took all values from figure 2. Included P. oceanic and mosaic (live/dead P. oceanica) values in data extraction, omitted dead matte category. More of a methodology paper then a attribution.",none,descriptive,negative,NA,coastal development,descriptive - in text mention in discussion - no measures taken for study sites.,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,acoustics/sonar,FALSE,116_Isola di Bergeggi (BE),116,no,Italy,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate,-40.26714769,Temperate,P,116116,39.92323989,83.46441532,3.992323989,87.456739309,4.471144263206543,87.456739309,1990,2,3,Mediterranean,#66A61E,NA,NA,NA,-40.26714769,loss,Mediterranean,Mediterranean
116,NA,Montfalcone et al.,Vado Ligure (VA),1990,NA,53.28723489,ha,28.3m; subtidal,"Side scan sonar, GIS",NA,subtidal,1990,2006,16,3,53.28723489,19.29038034,2014,Aquatic botany,"Reprint of ""Evaluating change in seagrass meadows: A time-framed comparison of Side Scan Sonar maps""",44.267111,8.44966666,posidonia oceanica,posidonia oceanica,P,P,P,P,P,"Discrepances between table 1 1990 values and figure 2 1990 values. To keep consistent, I just took all values from figure 2. Included P. oceanic and mosaic (live/dead P. oceanica) values in data extraction, omitted dead matte category. More of a methodology paper then a attribution.",none,descriptive,negative,NA,coastal development,descriptive - in text mention in discussion - no measures taken for study sites.,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,acoustics/sonar,FALSE,116_Vado Ligure (VA),116,no,Italy,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate,-33.99685455,Temperate,P,116116,19.29038034,53.28723489,1.929038034,55.216272924,4.011257709186086,55.216272924,1990,2,3,Mediterranean,#66A61E,NA,NA,NA,-33.99685455,loss,Mediterranean,Mediterranean
116,NA,Montfalcone et al.,Savona (SV),1990,NA,0,ha,17.3m; subtidal,"Side scan sonar, GIS",NA,subtidal,1990,2006,16,3,0,23.27486156,2014,Aquatic botany,"Reprint of ""Evaluating change in seagrass meadows: A time-framed comparison of Side Scan Sonar maps""",44.2950444,8.4652583,posidonia oceanica,posidonia oceanica,P,P,P,P,P,"Discrepances between table 1 1990 values and figure 2 1990 values. To keep consistent, I just took all values from figure 2. Included P. oceanic and mosaic (live/dead P. oceanica) values in data extraction, omitted dead matte category. More of a methodology paper then a attribution.",none,descriptive,negative,NA,coastal development,descriptive - in text mention in discussion - no measures taken for study sites.,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,acoustics/sonar,FALSE,116_Savona (SV),116,no,Italy,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate,23.27486156,Temperate,P,116116,12.51315215,23.27486156,1.251315215,1.251315215,0.2241951701692194,24.526176775000003,1990,2,3,Mediterranean,#66A61E,NA,NA,NA,23.27486156,gain,Mediterranean,Mediterranean
116,NA,Montfalcone et al.,Albissola Marina - Celle Ligure (AC),1990,NA,28.13958453,ha,22.7m; subtidal,"Side scan sonar, GIS",NA,subtidal,1990,2006,16,3,28.13958453,68.10027523,2014,Aquatic botany,"Reprint of ""Evaluating change in seagrass meadows: A time-framed comparison of Side Scan Sonar maps""",44.324711,8.5033,posidonia oceanica,posidonia oceanica,P,P,P,P,P,"Discrepances between table 1 1990 values and figure 2 1990 values. To keep consistent, I just took all values from figure 2. Included P. oceanic and mosaic (live/dead P. oceanica) values in data extraction, omitted dead matte category. More of a methodology paper then a attribution.",none,descriptive,negative,NA,coastal development,descriptive - in text mention in discussion - no measures taken for study sites.,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,acoustics/sonar,FALSE,116_Albissola Marina - Celle Ligure (AC),116,no,Italy,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate,39.960690699999994,Temperate,P,116116,12.51315215,68.10027523,1.251315215,29.390899745,3.380685093946576,69.351590445,1990,2,3,Mediterranean,#66A61E,NA,NA,NA,39.960690699999994,gain,Mediterranean,Mediterranean
116,NA,Montfalcone et al.,Arenzano (AR),1990,NA,116.1563608,ha,10.3m; subtidal,"Side scan sonar, GIS",NA,subtidal,1990,2006,16,3,116.1563608,157.7511026,2014,Aquatic botany,"Reprint of ""Evaluating change in seagrass meadows: A time-framed comparison of Side Scan Sonar maps""",44.404,8.6894055,posidonia oceanica,posidonia oceanica,P,P,P,P,P,"Discrepances between table 1 1990 values and figure 2 1990 values. To keep consistent, I just took all values from figure 2. Included P. oceanic and mosaic (live/dead P. oceanica) values in data extraction, omitted dead matte category. More of a methodology paper then a attribution.",none,descriptive,negative,NA,coastal development,descriptive - in text mention in discussion - no measures taken for study sites.,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,acoustics/sonar,FALSE,116_Arenzano (AR),116,no,Italy,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate,41.594741799999994,Temperate,P,116116,74.18584957,157.7511026,7.418584957,123.574945757,4.816847820244919,165.169687557,1990,2,3,Mediterranean,#66A61E,NA,NA,NA,41.594741799999994,gain,Mediterranean,Mediterranean
125,NA,Matta et al.,Gulf of Oristano - Area 1,2001,July,4800,ha,10m; subtidal,"MIVIS, field insitu validation; satellite",NA,subtidal,2001,2011,10,3,4800,5600,2014,2014 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM (IGARSS),Mapping Posidonia meadow from high spatial resolution images in the Gulf of Oristano (Italy),39.878432,8.436719,posidonia oceanica,posidonia oceanica,P,P,P,P,P,"Area values from figure 3. Two diffferent methods used in september. I have included both as separate rows. Study objective was to test methods, not attribute",none,descriptive,NA,NA,"mechanic destruction from degreding, extraction activities, pollution by bigger urban settlements, agriculture, industrial presure, climate modification  - water temperature, rainfall regimes, instense weather events, runoff",none,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,"coastal development (dredging, farming, urbanisation); climate (temperature, precipitation, storms)",satellite,FALSE,125_Gulf of Oristano - Area 1,125,no,Italy,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate,800,Temperate,P,125125,4800,5600,480,5280,8.571681376700306,6080,2000,1,2,Mediterranean,#66A61E,NA,NA,NA,800,gain,Mediterranean,Mediterranean
125,NA,Matta et al.,Gulf of Oristano - Area 2,2001,July,2900,ha,10m; subtidal,"MIVIS, field insitu validation; satellite",NA,subtidal,2001,2011,10,3,2900,2500,2014,2014 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM (IGARSS),Mapping Posidonia meadow from high spatial resolution images in the Gulf of Oristano (Italy),39.868664,8.437424,posidonia oceanica,posidonia oceanica,P,P,P,P,P,"Area values from figure 3. Two diffferent methods used in september. I have included both as separate rows. Study objective was to test methods, not attribute",none,descriptive,NA,NA,"mechanic destruction from degreding, extraction activities, pollution by bigger urban settlements, agriculture, industrial presure, climate modification  - water temperature, rainfall regimes, instense weather events, runoff",none,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,"coastal development (dredging, farming, urbanisation); climate (temperature, precipitation, storms)",satellite,FALSE,125_Gulf of Oristano - Area 2,125,no,Italy,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate,-400,Temperate,P,125125,2500,5200,250,3150,8.055157731819678,5450,2000,1,2,Mediterranean,#66A61E,NA,NA,NA,-400,loss,Mediterranean,Mediterranean
125,NA,Matta et al.,Gulf of Oristano - Area 3,2001,July,183000,ha,10m; subtidal,"MIVIS, field insitu validation; satellite",NA,subtidal,2001,2011,10,3,183000,175000,2014,2014 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM (IGARSS),Mapping Posidonia meadow from high spatial resolution images in the Gulf of Oristano (Italy),39.88245,8.448227,posidonia oceanica,posidonia oceanica,P,P,P,P,P,"Area values from figure 3. Two diffferent methods used in september. I have included both as separate rows. Study objective was to test methods, not attribute",none,descriptive,NA,NA,"mechanic destruction from degreding, extraction activities, pollution by bigger urban settlements, agriculture, industrial presure, climate modification  - water temperature, rainfall regimes, instense weather events, runoff",none,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,"coastal development (dredging, farming, urbanisation); climate (temperature, precipitation, storms)",satellite,FALSE,125_Gulf of Oristano - Area 3,125,no,Italy,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate,-8000,Temperate,P,125125,175000,183000,17500,200500,12.20856952572876,200500,2000,1,2,Mediterranean,#66A61E,NA,NA,NA,-8000,loss,Mediterranean,Mediterranean
126,NA,Nurdin et al.,Kondongbali Island,1972,NA,26.57,ha,"intertidal, subtidal",landsat and ground truth,NA,mixed,1972,1996,24,6,26.57,93.42,2014,Ocean remote sensing and monitoring from space,"Geospatial dynamic of seagrass in outer zone, Spermonde Archipelago, Indonesia using Landsat data from 1972-2013",-4.71699,119.0636,"enhalus acoroides, thalassia hemprichii","enhalus acoroides, thalassia hemprichii, cymodocea rotundata, halodule uninervis, halophila ovalis, syringodium isoetifolium",P-P,P-P,P,P,P,"Area values from table 3. More of a methodology paper, rather then attributing factors to seagrass cover. These values are from 30m not 60m resolution - should take that into consideration.",none,descriptive,NA,NA,"boating, vessel groundings, eutrophication, oil pollution, sewage disposal",none,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,boating; nutrients; oil spills,satellite,FALSE,126_Kondongbali Island,126,no,Indonesia,Sulawesi Sea/Makassar Strait,30,Western Coral Triangle,Central Indo-Pacific,128,Tropical,66.85,Tropical,P,126126,21.77,94.86,2.177,28.747,3.3585334139726593,97.037,1970,2,6,Tropical Indo-Pacific,#E6AB02,NA,NA,NA,66.85,gain,Tropical Indo-Pacific,Tropical Indo-Pacific
127,NA,Nguyen et al.,Phu Quoc Island,2001,NA,8618.13,ha,"intertidal, subtidal","landsat and ALOS images, field surveys",NA,mixed,2001,2010,9,3,8618.13,12869.83,2014,Geocarto International,"Coastal and marine ecological changes and fish cage culture development in Phu Quoc, Vietnam (2001 to 2011)",10.33333,103.95,none specified,"enhalus acoroides, thalassia hemprichii, cymodocea serrulata, cymodocea rotundata, halodule uninervis, halodule pinifolia, halophila ovalis, halophila minor, syringodium isoetifolium",NA,NA,NA,unspecified,NA,Values found in text.  Explores land use change and impacts. Site are taken from google earth based on map photo in paper - estimate of study area.,decrease,visual comparison,positive,high,"aquaculture, water quality, nutrients","visual - compares land use change maps and nutrient change maps, Image analysis (OBIA) - sea change culture",no,NA,NA,NA,decrease,FALSE,FALSE,TRUE,FALSE,FALSE,aquaculture; water quality (nutrients),satellite,FALSE,127_Phu Quoc Island,127,no,Vietnam,Gulf of Thailand,26,Sunda Shelf,Central Indo-Pacific,115,Tropical,4251.700000000001,Tropical,other,127127,8618.13,12869.83,861.813,9479.943,9.156933582572764,13731.643,2000,2,3,Tropical Indo-Pacific,#E6AB02,NA,NA,NA,4251.700000000001,gain,Tropical Indo-Pacific,Tropical Indo-Pacific
137,NA,Roelfsema et al.,Moreton Bay - excluding Eastern Banks,2004,"June, July, August, September",7900,ha,"intertidal, subtidal","landsat, photo transects, ground truthing; areal photography",NA,mixed,2004,2011,7,2,7900,6900,2013,"Estuarine, Coastal and Shelf Science",Challenges of remote sensing for quantifying changes in large complex seagrass environments,-27.25,153.25,zostera muelleri,"halophila ovalis, halophila spinulosa, halodule uninervis, zostera muelleri, cymodocea serrulata, syringodium isoetifolium",CO,O,CO,CO,O,Area cover values from table 4. Methods are complex ie. They obtained data from a range of sources. More of a methodology paper.,none,none,NA,NA,NA,NA,NA,NA,NA,NA,none,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"aerial photography, satellite",FALSE,137_Moreton Bay - excluding Eastern Banks,137,no,Australia,Tweed-Moreton,55,East Central Australian Shelf,Temperate Australasia,202,Temperate,-1000,Temperate,O,137137,6900,7900,690,8590,9.0583540149783,8590,2000,1,2,Temperate Southern Oceans,#A6761D,NA,NA,NA,-1000,loss,Temperate Southern Oceans,"Temperate
Southern Oceans"
140,NA,Valle et al.,Ems Estuary,1996,NA,159.6720639,ha,intertidal,"aerial photography, ground surveys",NA,intertidal,1996,2009,13,13,159.6720639,57.46532759,2013,Journal of Sea Research,Comparing the performance of species distribution models of Zostera marina: Implications for conservation,53.3819,6.9499055,zostera marina,zostera marina,CO,O,CO,CO,O,Data extracted from figure 3 - dashed line. Current velocity and wave exposure had the hihgest realtive importance to total area extent.,none,"visual comparison, descriptive",ambiguous,NA,"Current velocity, exposure, depth, salinity, sea floor slope","Ranking table; Descriptive -measured and  discussed in discussion, visual - importance ranking table",no,NA,NA,NA,none,FALSE,FALSE,TRUE,TRUE,FALSE,hydrology; salinity; depth; bathymetry,aerial photography,FALSE,140_Ems Estuary,140,no,Netherlands,North Sea,2,Northern European Seas,Temperate Northern Atlantic,25,Temperate,-102.20673631000001,Temperate,O,140140,34.54624126,259.2771743,3.4546241260000006,163.126688026,5.0945271260755245,262.731798426,1990,3,13,Temperate North Atlantic East,#7570B3,NA,NA,NA,-102.20673631000001,loss,Temperate North Atlantic East,"Temperate North
Atlantic East"
142,NA,Hughes et al.,Elkhorn Slough,1966,NA,12.63670239,ha,"intertidal, subtidal",aerial photography,NA,mixed,1966,2012,46,13,12.63670239,14.52161759,2013,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Recovery of a top predator mediates neagrive eutrophic effects on segrass,36.80577778,-121.7902278,zostera marina,zostera marina,CO,O,CO,CO,O,Data extracted from Fig1A. Presence of otters allowed seagrass to expand rather then regress under high nutrient levels. Nutrient loading sstill has a negative effect but not as influenial.,decrease,"inferential, visual comparison",positve - sea otters presence,p < 0.027,Sea otter presence/recovery,Linear regression: eelgrass expansion ~ otter predation on crabs (positive),Nutrient loading - nitrates,"yes - visual plot of seagrass, niritate loads before and after sea otters","visual comparison, inferential","structural equation modelling: otters -> crabs -> mesograzers -> epiphytes -> producers, nutrients",decrease,FALSE,TRUE,TRUE,FALSE,FALSE,restoration (sea otters returning),aerial photography,FALSE,142_Elkhorn Slough,142,no,United States - Pacific,Northern California,10,Cold Temperate Northeast Pacific,Temperate Northern Pacific,58,Temperate,1.8849152,Temperate,O,142142,2.066775981,14.52161759,0.20667759810000003,12.8433799881,2.5528285025691204,14.7282951881,1960,1,13,Temperate North Pacific,#1B9E77,NA,NA,NA,1.8849152,gain,Temperate North Pacific,"Temperate
North Pacific"
143,NA,Dolch et al.,Northfrisian Wadden Sea,1936,NA,15810,ha,"intertidal, subtidal","aerial photography, GIS, ground truthing",NA,mixed,1936,2005,69,3,15810,9330,2013,Journal of Sea Research,Persisting intertidal seagrass beds in the noethern Wadden Sea since the 1930s,55.743558,10.66259,zostera noltei,"zostera noltei, zostera marina",CO,O,CO,CO,O,"Area values from table 1, only had them noted as group years eg. 1935-37 (used earliest date: 1935), 1958-59 (used earliest date: 1958). Adjusted values also available in table. This paper expands on a pre-estimated aerial mapping value, shows that aerial photography is more accurate.",none,descriptive,negative,NA,"Wasting disease, eutrophocation",descriptive - in text discussion of possible causes of decline in that area,"Land reclaim, grazing pressure, rising temperature, accelerating sea level rise, increased storm activity",no,descriptive,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,wasting disease; eutrophication,aerial photography,FALSE,143_Northfrisian Wadden Sea,North Frisian Wadden Sea,yes,Denmark,North Sea,2,Northern European Seas,Temperate Northern Atlantic,25,Temperate,-6480,Temperate,O,North Frisian Wadden Sea143,9170,15810,917,16727,9.724779459312009,16727,pre-1940s,1,3,Temperate North Atlantic East,#7570B3,16727,2005,TRUE,-6480,loss,Temperate North Atlantic East,"Temperate North
Atlantic East"
151,NA,Cuttriss et al.,Gold Coast Broadwater,1987,NA,861,ha,"intertidal, subtidal","aerial photography, GIS, ground truthing",NA,mixed,1987,2005,18,2,861,1208,2013,Aquatic Botany,"Seagrass communities in southern Moreton Bay, Australia: Coverage and fragmentation trends between 1987 and 2005",-27.828898,153.405223,"zostera muelleri, halophila ovalis, halophila spinulosa","zostera muelleri, cymodocea serrulata, halophila ovalis, halophila spinulosa, syringodium isoetifolium, halodule uninervis",C-C-CO,C-C-O,C,C,C,"Cover values from table 2. Looks at the affect of fragmentation - found that although fragmentation increased, so did the seagrass cover.",decrease,inferential,no effect,NA,sea surface temperature,"pearson correlation: seagrass percent cover ~ fragmentation; anova: SST difference between years (none); did not test effects of ocastal development, boating activity, dredging, just discussed these as possible factors in the discussion","coastal development, boating activity, dredging",no,"did not test effects of ocastal development, boating activity, dredging, just discussed these as possible factors in the discussion",NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,temperature,aerial photography,FALSE,151_Gold Coast Broadwater,151,no,Australia,Tweed-Moreton,55,East Central Australian Shelf,Temperate Australasia,202,Temperate,347,Temperate,C,151151,861,1208,86.10000000000001,947.1,6.853404684232055,1294.1,1980,1,2,Temperate Southern Oceans,#A6761D,NA,NA,NA,347,gain,Temperate Southern Oceans,"Temperate
Southern Oceans"
151,NA,Cuttriss et al.,Southern study area,1987,NA,188,ha,"intertidal, subtidal","aerial photography, GIS, ground truthing",NA,mixed,1987,2005,18,3,188,340,2013,Aquatic Botany,"Seagrass communities in southern Moreton Bay, Australia: Coverage and fragmentation trends between 1987 and 2005",-27.920444,153.408051,"zostera muelleri, halophila ovalis, halophila spinulosa","zostera muelleri, cymodocea serrulata, halophila ovalis, halophila spinulosa, syringodium isoetifolium, halodule uninervis",C-C-CO,C-C-O,C,C,C,"Cover values from table 2. Looks at the affect of fragmentation - found that although fragmentation increased, so did the seagrass cover.",decrease,inferential,no effect,NA,sea surface temperature,"pearson correlation: seagrass percent cover ~ fragmentation; anova: SST difference between years (none); did not test effects of ocastal development, boating activity, dredging, just discussed these as possible factors in the discussion","coastal development, boating activity, dredging",no,"did not test effects of ocastal development, boating activity, dredging, just discussed these as possible factors in the discussion",NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,temperature,aerial photography,FALSE,151_Southern study area,151,no,Australia,Tweed-Moreton,55,East Central Australian Shelf,Temperate Australasia,202,Temperate,152,Temperate,C,151151,188,340,18.8,206.8,5.331752142634274,358.8,1980,1,3,Temperate Southern Oceans,#A6761D,NA,NA,NA,152,gain,Temperate Southern Oceans,"Temperate
Southern Oceans"
152,NA,Bonacorsi et al.,Gulf of St Florent,1960,NA,22.9,ha,40m; subtidal,"aerial photography, side scan sonar, ROV, Scuba diving field surveys, ground truthing",NA,subtidal,1960,2006,46,3,22.9,14.91,2013,Mediterranean marine science,Is Posidonia oceanica regression a general feature in the Mediterranean Sea?,42.6824,9.2949472,posidonia oceanica,"posidonia oceanica, cymodocea nodosa",P,P,P,P,P,"Area values are from table 2 - total p. oceanica area + total c. nodosa area added for each year. Methods and results are a little confusing, with comparisons to other studies. Have tried to get as much data out as possible. Tested inaccuracies in mapping strategies over time",none,descriptive,no,NA,"sea level rise, extreme events, high water temperatures; human impacts - mining, port construction; inaccuracies across maps",descriptive - discusses in text in intro and discussion possible reasons for area cover increase/decrease,no,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,"sea level rise (light); temperature; coastal development (mining, port construction); mapping inaccuracies","aerial photography, acoustics/sonar",FALSE,152_Gulf of St Florent,152,no,France,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate,-7.989999999999998,Temperate,P,152152,10.72,22.9,1.072,23.971999999999998,3.176886482595939,23.971999999999998,1960,1,3,Mediterranean,#66A61E,NA,NA,NA,-7.989999999999998,loss,Mediterranean,Mediterranean
152,NA,Bonacorsi et al.,Macinaggio,1995,NA,358,ha,40m; subtidal,"aerial photography, side scan sonar, ROV, Scuba diving field surveys, ground truthing",NA,subtidal,1995,2011,16,2,358,315,2013,Mediterranean marine science,Is Posidonia oceanica regression a general feature in the Mediterranean Sea?,42.9616361,9.45931111,posidonia oceanica,"posidonia oceanica, cymodocea nodosa",P,P,P,P,P,"Area values are from table 2 - total p. oceanica area + total c. nodosa area added for each year. Methods and results are a little confusing, with comparisons to other studies. Have tried to get as much data out as possible. Tested inaccuracies in mapping strategies over time",none,descriptive,no,NA,"sea level rise, extreme events, high water temperatures; human impacts - mining, port construction; inaccuracies across maps",descriptive - discusses in text in intro and discussion possible reasons for area cover increase/decrease,no,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,"sea level rise (light); temperature; coastal development (mining, port construction); mapping inaccuracies","aerial photography, acoustics/sonar",FALSE,152_Macinaggio,Macinaggio,yes,France,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate,-43,Temperate,P,Macinaggio152,315,358,31.5,389.5,5.964863865310803,389.5,1990,1,2,Mediterranean,#66A61E,389.5,2011,TRUE,-43,loss,Mediterranean,Mediterranean
152,NA,Bonacorsi et al.,Cap Corse,1960,NA,12963,ha,40m; subtidal,"aerial photography, side scan sonar, ROV, Scuba diving field surveys, ground truthing",NA,subtidal,1960,2011,51,2,12963,3000,2013,Mediterranean marine science,Is Posidonia oceanica regression a general feature in the Mediterranean Sea?,42.82612222,9.411719444,posidonia oceanica,"posidonia oceanica, cymodocea nodosa",P,P,P,P,P,"Area values are from table 2 - total p. oceanica area + total c. nodosa area added for each year. Methods and results are a little confusing, with comparisons to other studies. Have tried to get as much data out as possible. Tested inaccuracies in mapping strategies over time",none,descriptive,no,NA,"sea level rise, extreme events, high water temperatures; human impacts - mining, port construction; inaccuracies across maps",descriptive - discusses in text in intro and discussion possible reasons for area cover increase/decrease,no,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,"sea level rise (light); temperature; coastal development (mining, port construction); mapping inaccuracies","aerial photography, acoustics/sonar",FALSE,152_Cap Corse,152,no,France,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate,-9963,Temperate,P,152152,3000,12963,300,13263,9.492733482494353,13263,1960,1,2,Mediterranean,#66A61E,NA,NA,NA,-9963,loss,Mediterranean,Mediterranean
