studyid,additional_ref,author_ts,site,year,season,area,area_units,depth,measurement method,area_error,depth_cat,first_year,last_year,duration,num_points,A1,A2,pub_year,journal,title,lat,lon,dom_species,all_species,meadow_lh,meadow_lh_simple,lh_group,lh_group2,lh_group3,notes,a priori trajectory,att_method,driver effect,certainty,primary driver,statistical analysis,other drivers considered,interaction of drivers considered,secondary driver attribution,secondary driver statistical analysis,apriori_cat,none,inferential,visual,descriptive,experiment,tidied_drivers,measurement_cat,waycott_study,study_site,site_groupings,site_duplication,Country,ECOREGION,PROV_CODE,PROVINCE,REALM,ECO_CODE_X,Lat_Zone,absolute_change,lat_zone2,lh,study_site_grouping,min_area,max_area,ten_percent,plus_10,log_area,max_plus_0.1,decade,decade_time_points,num_unique_years,bioregion
12,NA,Lefcheck et al.,LE5.5-W,1985,NA,0,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,0,46.6200011,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",36.99903,-76.31328,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_LE5.5-W,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,46.6200011,Temperate,O,Chesapeake Bay12,0.6975,46.6200011,0.06975,0.06975,-2.6628378582806618,46.6897511,1980,5,31,Temperate North Atlantic West
12,NA,Lefcheck et al.,LE5.5-W,1986,NA,0,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,0,46.6200011,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",36.99903,-76.31328,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_LE5.5-W,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,46.6200011,Temperate,O,Chesapeake Bay12,0.6975,46.6200011,0.06975,0.06975,-2.6628378582806618,46.6897511,1980,5,31,Temperate North Atlantic West
12,NA,Lefcheck et al.,LE5.5-W,1987,NA,0.6975,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,0,46.6200011,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",36.99903,-76.31328,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_LE5.5-W,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,46.6200011,Temperate,O,Chesapeake Bay12,0.6975,46.6200011,0.06975,0.76725,-0.2649425854822915,46.6897511,1980,5,31,Temperate North Atlantic West
12,NA,Lefcheck et al.,LE5.5-W,1989,NA,3.2895001,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,0,46.6200011,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",36.99903,-76.31328,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_LE5.5-W,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,46.6200011,Temperate,O,Chesapeake Bay12,0.6975,46.6200011,0.06975,3.3592501,1.2117177645419313,46.6897511,1980,5,31,Temperate North Atlantic West
12,NA,Lefcheck et al.,LE5.5-W,1990,NA,2.2950001,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,0,46.6200011,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",36.99903,-76.31328,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_LE5.5-W,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,46.6200011,Temperate,O,Chesapeake Bay12,0.6975,46.6200011,0.06975,2.3647501,0.8606723503989103,46.6897511,1990,10,31,Temperate North Atlantic West
12,NA,Lefcheck et al.,LE5.5-W,1991,NA,1.386,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,0,46.6200011,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",36.99903,-76.31328,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_LE5.5-W,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,46.6200011,Temperate,O,Chesapeake Bay12,0.6975,46.6200011,0.06975,1.4557499999999999,0.37552123173509216,46.6897511,1990,10,31,Temperate North Atlantic West
12,NA,Lefcheck et al.,LE5.5-W,1992,NA,1.98,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,0,46.6200011,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",36.99903,-76.31328,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_LE5.5-W,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,46.6200011,Temperate,O,Chesapeake Bay12,0.6975,46.6200011,0.06975,2.04975,0.71771783449415,46.6897511,1990,10,31,Temperate North Atlantic West
12,NA,Lefcheck et al.,LE5.5-W,1993,NA,3.4425001,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,0,46.6200011,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",36.99903,-76.31328,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_LE5.5-W,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,46.6200011,Temperate,O,Chesapeake Bay12,0.6975,46.6200011,0.06975,3.5122501,1.2562568862214007,46.6897511,1990,10,31,Temperate North Atlantic West
12,NA,Lefcheck et al.,LE5.5-W,1994,NA,3.2175001,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,0,46.6200011,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",36.99903,-76.31328,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_LE5.5-W,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,46.6200011,Temperate,O,Chesapeake Bay12,0.6975,46.6200011,0.06975,3.2872501,1.190051379405455,46.6897511,1990,10,31,Temperate North Atlantic West
12,NA,Lefcheck et al.,LE5.5-W,1995,NA,3.5685001,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,0,46.6200011,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",36.99903,-76.31328,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_LE5.5-W,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,46.6200011,Temperate,O,Chesapeake Bay12,0.6975,46.6200011,0.06975,3.6382501,1.2915028242970399,46.6897511,1990,10,31,Temperate North Atlantic West
12,NA,Lefcheck et al.,LE5.5-W,1996,NA,5.4405001,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,0,46.6200011,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",36.99903,-76.31328,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_LE5.5-W,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,46.6200011,Temperate,O,Chesapeake Bay12,0.6975,46.6200011,0.06975,5.5102501,1.7066100123343562,46.6897511,1990,10,31,Temperate North Atlantic West
12,NA,Lefcheck et al.,LE5.5-W,1997,NA,9.5895002,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,0,46.6200011,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",36.99903,-76.31328,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_LE5.5-W,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,46.6200011,Temperate,O,Chesapeake Bay12,0.6975,46.6200011,0.06975,9.6592502,2.2679160261642934,46.6897511,1990,10,31,Temperate North Atlantic West
12,NA,Lefcheck et al.,LE5.5-W,1998,NA,6.4620001,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,0,46.6200011,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",36.99903,-76.31328,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_LE5.5-W,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,46.6200011,Temperate,O,Chesapeake Bay12,0.6975,46.6200011,0.06975,6.5317501,1.8766749165686543,46.6897511,1990,10,31,Temperate North Atlantic West
12,NA,Lefcheck et al.,LE5.5-W,1999,NA,4.6485001,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,0,46.6200011,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",36.99903,-76.31328,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_LE5.5-W,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,46.6200011,Temperate,O,Chesapeake Bay12,0.6975,46.6200011,0.06975,4.7182501,1.55143798933041,46.6897511,1990,10,31,Temperate North Atlantic West
12,NA,Lefcheck et al.,LE5.5-W,2000,NA,18.3960005,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,0,46.6200011,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",36.99903,-76.31328,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_LE5.5-W,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,46.6200011,Temperate,O,Chesapeake Bay12,0.6975,46.6200011,0.06975,18.4657505,2.9159176919410594,46.6897511,2000,10,31,Temperate North Atlantic West
12,NA,Lefcheck et al.,LE5.5-W,2001,NA,27.1080007,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,0,46.6200011,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",36.99903,-76.31328,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_LE5.5-W,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,46.6200011,Temperate,O,Chesapeake Bay12,0.6975,46.6200011,0.06975,27.1777507,3.302398649595833,46.6897511,2000,10,31,Temperate North Atlantic West
12,NA,Lefcheck et al.,LE5.5-W,2002,NA,30.5460006,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,0,46.6200011,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",36.99903,-76.31328,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_LE5.5-W,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,46.6200011,Temperate,O,Chesapeake Bay12,0.6975,46.6200011,0.06975,30.6157506,3.421514602022806,46.6897511,2000,10,31,Temperate North Atlantic West
12,NA,Lefcheck et al.,LE5.5-W,2003,NA,9.9045001,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,0,46.6200011,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",36.99903,-76.31328,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_LE5.5-W,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,46.6200011,Temperate,O,Chesapeake Bay12,0.6975,46.6200011,0.06975,9.9742501,2.300006782005062,46.6897511,2000,10,31,Temperate North Atlantic West
12,NA,Lefcheck et al.,LE5.5-W,2004,NA,3.3345,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,0,46.6200011,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",36.99903,-76.31328,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_LE5.5-W,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,46.6200011,Temperate,O,Chesapeake Bay12,0.6975,46.6200011,0.06975,3.4042499999999998,1.2250246510225475,46.6897511,2000,10,31,Temperate North Atlantic West
12,NA,Lefcheck et al.,LE5.5-W,2005,NA,0,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,0,46.6200011,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",36.99903,-76.31328,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_LE5.5-W,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,46.6200011,Temperate,O,Chesapeake Bay12,0.6975,46.6200011,0.06975,0.06975,-2.6628378582806618,46.6897511,2000,10,31,Temperate North Atlantic West
12,NA,Lefcheck et al.,LE5.5-W,2006,NA,1.377,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,0,46.6200011,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",36.99903,-76.31328,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_LE5.5-W,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,46.6200011,Temperate,O,Chesapeake Bay12,0.6975,46.6200011,0.06975,1.44675,0.3693196614718111,46.6897511,2000,10,31,Temperate North Atlantic West
12,NA,Lefcheck et al.,LE5.5-W,2007,NA,17.7885003,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,0,46.6200011,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",36.99903,-76.31328,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_LE5.5-W,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,46.6200011,Temperate,O,Chesapeake Bay12,0.6975,46.6200011,0.06975,17.858250299999998,2.8824656031240257,46.6897511,2000,10,31,Temperate North Atlantic West
12,NA,Lefcheck et al.,LE5.5-W,2008,NA,24.9750006,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,0,46.6200011,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",36.99903,-76.31328,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_LE5.5-W,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,46.6200011,Temperate,O,Chesapeake Bay12,0.6975,46.6200011,0.06975,25.0447506,3.220664248684534,46.6897511,2000,10,31,Temperate North Atlantic West
12,NA,Lefcheck et al.,LE5.5-W,2009,NA,33.0300008,ha,subtidal,aerial photography,NA,subtidal,1984,2015,31,31,0,46.6200011,2017,Global Change Biology,"Multiple stressors threaten the imperiled coastal foundation species eelgrass (Zostera marina) in Chesapeake Bay, USA",36.99903,-76.31328,zostera marina,zostera marina,CO,O,CO,CO,O,NA,decrease,inferential,water clarity (positive); temperature (humpshaped); interaction (negative),NA,"water clarity, salinity, total nitogren, total phosphorous, temperature, maximum temperature","general additive model: density weighted cover ~ long,lat + cover + habitat + salinity + secchi + total nitrogen + total phosphorous + temperature + maxt temperature + secchi * temp",none,yes,NA,NA,decrease,FALSE,TRUE,FALSE,FALSE,FALSE,turbidity; salinity; nutrients; nitrogen; phosphorous; temperature,aerial photography,FALSE,12_LE5.5-W,Chesapeake Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,46.6200011,Temperate,O,Chesapeake Bay12,0.6975,46.6200011,0.06975,33.0997508,3.4995257536537703,46.6897511,2000,10,31,Temperate North Atlantic West
